axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L8._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L8,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L9._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L9,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R1._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R1,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R10._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R10,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R11._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R11,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R12._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R12,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R13._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R13,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R14._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R14,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R15._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R15,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R16._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R16,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R17._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R17,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R2._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R2,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R3._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R3,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R4._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R4,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R5._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R5,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R6._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R6,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R7._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R7,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48,log_enclose_full,proxy: each cell priced as its transcendental nodes,16.890256361797476,2026.951576940558,1
